2023山上芭樂節熱鬧登場 黃偉哲邀品嚐當季芭樂,112.10.28,臺南市政府
廚房頭號甜心！都是糖品差在哪裡？,111.09.30,衛生福利部食品藥物管理署
【豬豬小偵探】國產豬肉學習單創作比賽開跑！,111.09.22,行政院農業委員會畜牧處
荒草重生-成龍及椬梧濕地環境教育推廣活動,111.09.22,雲林縣政府農業處
「鱻旅奇緣」食魚文化校園講座開跑！ 來一場不一樣的食魚祭典,111.09.22,行政院農業委員會漁業署
秋天與海之約一日活動：興達魚市友善海鮮教育 (已額滿),111.09.15,海洋委員會海洋保育署FB粉絲專頁
2022山上區木瓜節 9月18日登場,111.09.15,臺南市政府農業局
新竹縣畜禽漁產品推廣食農教育-年年有魚,111.09.15,新竹縣政府
文旦一身是寶,111.09.07,行政院農業委員會FB粉絲專頁
餐桌上的知識家-中秋呷健康 烤肉很科學,111.09.07,衛生福利部食品藥物管理署
都會農耕適栽作物檢索表，幫您打造居家小小蔬果農場!,111.09.02,行政院農業委員會桃園區農業改良場
摸蛤剖蚵啖海產,111.09.01,行政院農業委員會林務局嘉義林區管理處
Cream cheese是什麼? 正確選購、保存最重要,111.09.01,衛生福利部食品藥物管理署
Cream cheese搭配主食與蔬果，營養更均衡,111.09.01,衛生福利部食品藥物管理署
盛夏食農趣-食材尋寶大冒險 學生組第三次開獎囉！,111.08.26,食農教育教學資源平臺
農糧署「飯糰嘉年華」 一同為親子創造美好的回憶,111.08.25,行政院農業委員會農糧署
預告訂定「國家食農教育傑出貢獻獎獎勵辦法」,111.08.24,行政院農業委員會
原鄉風味創意便當食譜徵件競賽,111.08.24,行政院農業委員會高雄區農業改良場
新年度的都市田園家庭種菜樂9月號,111.08.24,臺北市政府產業發展局
農業影音獎不停,111.08.23,行政院農業委員會農業虛擬博物館
盛夏食農趣-食材尋寶大冒險 活動時間恢復公告,111.08.19,"食農教育教學資源平臺	"
尋「蜜」！我買的是蜂蜜還是糖漿？！,111.08.16,衛生福利部食品藥物管理署
九月，逆境中看見一片鮮綠,111.08.16,臺北市政府產業發展局
2022 國產米料理達人賽,111.08.16,行政院農業委員會農糧署
臺日水果夏祭 更加甜蜜臺日友誼,111.08.16,行政院農業委員會農糧署
2022「鱻旅奇緣-時食有魚」戶外親子食魚文化園遊會  在高雄！,111.08.05,行政院農業委員會漁業署FB粉絲專頁
親子飯糰擂台競賽活動　即日起至111年8月11日(星期四)止,111.08.05,行政院農業委員會農糧署中區分署 
來漁村旅遊，趁夏體驗漁遊魅力,111.08.04,行政院農業委員會漁業署漁業廣播電台
「2022 魚你相育—食魚教案徵選競賽」延長至8月29日,111.08.04,行政院農業委員會漁業署
全國最美味的伴手禮是它！米製伴手禮冠軍出爐-饗嚮臺東法式米蛋糕奪冠,111.08.03,行政院農業委員會農糧署
運用公糧資源 邁向零飢餓,111.08.03,行政院農業委員會農糧署
預告訂定「食農教育專業人員資格及培訓辦法」,111.07.29,行政院農業委員會
健康點心怎麼選？DIY奶昔這樣做！,111.07.27,行政院農業委員會農業兒童網
夏季冰品夯！食藥署教您安心選購降暑氣,111.07.27,衛生福利部食品藥物管理署
2022非米不可全國創意米食競賽,111.07.20,行政院農業委員會農糧署食農‧食米教育平臺
111年高雄市食農教育推廣計畫－食農共學工作坊,111.07.20,高雄市政府農業局FB粉絲專頁
「雲林農業設計展」即將登場 即日起豐富農趣體驗開放報名！,111.07.19,雲林縣政府農業處
八月打開永續園圃心世界 課程開始報名,111.07.19,臺北市政府產業發展局
盛夏食農趣-食材尋寶大冒險 學生組任務二分享心得 開獎囉！,111.07.15,食農教育教學資源平臺
炎炎夏日食物怎麼保存？,111.07.14,衛生福利部食品藥物管理署
農委會表揚全國績優休閒農業區，邀請國人安心漫遊各地風土味,111.07.07,行政院農業委員會輔導處
宜花東原鄉市集，有原來IKEA相會,111.07.07,行政院農業委員會農糧署東區分署
海科館-海嗨High講堂食農廚房手作課程,111.07.05,國立海洋科技博物館
2022臺南國際芒果節,111.07.05,行政院農業委員會農業易遊網
盛夏食農趣-食材尋寶大冒險 學生組線上玩遊戲將於7/4開始囉！,111.07.01,食農教育教學資源平臺
111年度飲食教育創意競賽徵選活動「健康飲食小主播」,111.06.29,教育部國民及學前教育署
菇菇的保存挑選小教室,111.06.29,行政院農業委員會農業E報
口感食味200%覺醒~ 水稻新品種台中200號登場,111.06.24,臺中區農業改良場
2022「鱻旅奇緣-饗魚・食祭」食魚文化研習活動,111.06.23,行政院農業委員會漁業署FB粉絲專頁
都市田園家庭種菜樂7月份課程 開課囉!,111.06.23,臺北市政府產業發展局
認識六月節氣：夏至,111.06.21,食農教育教學資源平臺
「校園智慧植栽照護管理系統」機智的校園小農場,111.06.15,行政院農業委員會
分切讓美味輕鬆「石」現,111.06.15,行政院農業委員會漁業署
一分鐘學會甜瓜和哈密瓜的差別,111.06.15,行政院農業委員會農業E報
一分鐘簡單料理教室-煮飯用這 「兩招」 讓米飯口感更好！,111.06.15,行政院農業委員會農業E報
農委會攜手業界 共創臺灣「零飢餓」,111.06.06,行政院農業委員會水土保持局
2022世界食品安全日 食品更安全．身體更健康,111.06.06,行政院食品安全辦公室食品安全資訊網
首惜廚師-料理食譜暨教案甄選活動,111.06.06,行政院環境保護署
布袋鎮廢校變身食農教育新場域 兼具社區照顧機能獲園冶獎殊榮,111.06.06,行政院農業委員會水土保持局
記憶中的味道 家傳香自製豬油,111.05.24,行政院農業委員會農業E報
甘藷藷條之戰-油炸藷條加工原理,111.05.24,行政院農業委員會桃園區農業改良場
六月，探索園圃裡的神秘世界,111.05.24,臺北市政府產業發展局
5月21日聯合國國際茶日－閱讀臺灣茶葉的在地特色故事,111.05.20,食農教育教學資源平臺
5月20日聯合國世界蜜蜂日－閱讀推薦主題：蜜蜂的花花世界 認識蜜源植物,111.05.19,食農教育教學資源平臺
青木瓜是木瓜的一種品種嗎?,111.05.17,行政院農業委員會農業E報
桃園場推校園智慧小農場 省工澆水又豐收,111.05.16,行政院農業委員會桃園區農業改良場
天然健康無負擔 臺灣茶飲創新猷,111.05.06,行政院農業委員會茶業改良場
原住民野菜 營養又多樣,111.05.04,行政院農業委員會花蓮區農業改良場
醬油該如何挑選？一樣的黑矸仔，不一樣製程的醬油,111.05.04,衛生福利部食品藥物管理署
5月2日聯合國世界鮪魚日－閱讀推薦主題：拯救海洋　消失中的鮪魚,111.04.29,食農教育教學資源平臺
有機米前進校園讓學童吃得好又健康,111.04.29,行政院農業委員會農糧署
丹你甘一杯！　丹參不只是丹參，是啤酒　甘酒不是酒，是百搭食材,111.04.28,行政院農業委員會花蓮區農業改良場
雨後春筍搶先上市，清脆綠竹筍鮮甜上桌,111.04.28,行政院農業委員會臺南區農業改良場
小心劇毒藍環章魚,111.04.28,行政院農業委員會農業E報
守護學童健康 加碼食材獎勵,111.04.25,行政院農業委員會農糧署
立法院三讀通過「食農教育法」，推動全民共同參與,111.04.19,行政院農業委員會輔導處
五月打造永續餐桌 從種植開始,111.04.13,臺北市政府產業發展局
東方起司「豆腐乳」，學會挑選祕訣三步驟!,111.04.13,衛生福利部食品藥物管理署
DIY「豆腐乳」樂趣多?專家:不建議自行製作,111.04.13,衛生福利部食品藥物管理署
靠山「吃山」山不空? 國土綠網主題展4月8日將軍村「食」在登場,111.04.06,行政院農業委員會林務局
清明梅好正當時 邀您一嚐青梅好滋味,111.04.06,行政院農業委員會農糧署東區分署
農糧署力推國產米手作飯糰課程 為生活添加滿滿儀式感,111.04.01,行政院農業委員會農糧署
農委會種苗改良繁殖場111年「食農教育推動研習」課程,111.03.31,行政院農業委員會種苗改良繁殖場
2022春假旅遊攻略-魚蝦蟹之旅篇,111.03.30,行政院農業委員會農業E報
2022春假旅遊攻略-貝類之旅篇,111.03.30,行政院農業委員會農業E報
2022春假旅遊攻略-梅子之旅篇,111.03.30,行政院農業委員會農業E報
2022春假旅遊攻略-柚花之旅篇,111.03.30,行政院農業委員會農業E報
菇類要清洗嗎？譚敦慈教你低卡、高纖維的「聰明菇料理」！,111.03.30,行政院農業委員會農業E報
【廚神來了 懂吃懂吃ep1】廚神帶大家前往路竹吃當地青花菜美食！,111.03.30,行政院農業委員會農業E報
臺灣版的香吉士-臺東特色柑桔晚崙西亞橙,111.03.23,行政院農業委員會臺東區農業改良場
新鮮風味辛辣 國產大蒜即將上市 請消費者細心品嚐,111.03.17,行政院農業委員會農糧署
鳳梨怎麼切，教你這三招！,111.03.17,行政院農業委員會農業E報
2022 宜蘭綠色博覽會,111.03.16,行政院農業委員會農業易遊網
三月春日小旅行 來一場綠屋頂巡禮,111.03.16,臺北市政府產業發展局
學校午餐短片拍攝競賽暨票選活動,111.03.16,教育部國民及學前教育署
這些蔬菜下鍋前這麼做 成品顏色水噹噹!,111.03.16,行政院農業委員會農業E報
臺灣常見米蟲,111.03.16,行政院農業委員會農業E報
鮭魚量少沒關係 國產魚為你營養加分!,111.03.16,行政院農業委員會農業E報
喝果汁可以取代吃水果嗎？,111.03.08,衛生福利部食品藥物管理署
「梅好時光」春分時節釀梅趣 3/7開始報名,111.03.08,行政院農業委員會林務局花蓮林區管理處
「韭」是要這味,111.03.08,行政院農業委員會農業E報
青蔥、青蒜搞不清？看圖2撇步教你區分！,111.03.08,行政院農業委員會農業E報
3/15前SHOW出你的鳳梨釋迦 101種創新吃法 把握機會拿大獎,111.03.04,行政院農業委員會農糧署東區分署
農曆二月二日土地公生日（本週五3月4日）,111.03.02,行政院農業委員會農業兒童網
橘子皮別剝得太乾淨？,111.03.02,食農教育教學資源平臺
水稻全身都是寶,111.02.24,行政院農業委員會桃園區農業改良場
辣椒控看這裡！愛吃辣也要懂辣椒,111.02.24,行政院農業委員會農業E報
這些料理為什麼這樣取名?,111.02.24,行政院農業委員會農業E報
第二屆永續善農獎IPM Award揭曉頒獎,111.02.23,行政院農業委員會動植物防疫檢疫局
2022食農教育－農村生態體驗活動,111.02.17,臺北市立動物園
山藥新品種「桃園5號金豐」,111.02.15,行政院農業委員會農業E報
行銷在地農產  3月5日國際胡蘿蔔日登場,111.02.15,雲林縣政府農業處
燕麥奶可以取代牛奶嗎?,111.02.08,衛生福利部國民健康署
​鶯歌心希望農場 拔蘿蔔好彩頭,111.02.08,新北市政府農業局
永續年夜飯—人類世的餐桌特展,111.01.28,中華民國文化部
功夫食代—臺灣飲食檔案特展,111.01.28,國家發展委員會檔案管理局
年節乾貨這樣挑準沒錯！,111.01.26,行政院農業委員會農業E報
開春保「柚」 春節的無負擔料理，花蓮柚子沾醬陪您清爽過年,111.01.26,行政院農業委員會花蓮區農業改良場 
國產水產品安全衛生無虞 勿輕信網傳用藥養殖謠言,111.01.26,行政院農業委員會漁業署 
食農教育鏈結日本、英國建立交流平臺 花蓮縣舉辦全國最大食農博覽會 等您來體驗,111.01.19,花蓮縣政府
臺灣首創! 創新鳳梨釋迦加工品搶鮮上市,111.01.19,行政院農業委員會農糧署
年節送禮好選擇！鳳梨釋迦正是產季,111.01.19,行政院農業委員會臺東區農業改良場
聽說吃草莓不容易蛀牙？,111.01.13,食農教育教學資源平臺
111年食農教育推廣計畫徵選活動,111.01.11,行政院農業委員會輔導處
2022屏東熱帶農業博覽會 (已結束),111.01.05,行政院農業委員會農業易遊網
節氣時光－小寒,111.01.05,食農教育教學資源平臺
當季好吃跟我走－前進臺東鳳梨釋迦產地，一次教你怎麼挑怎麼吃,111.01.05,行政院農業委員會農業E報
當季好吃跟我走－住在海邊的甜蜜佳人，爽脆多汁的超好吃蓮霧,111.01.05,行政院農業委員會農業E報
親子玩米樂無窮 一鍋搞定決勝負,110.12.29,行政院農業委員會農糧署
冬天就是要吃火鍋系列-香菜火鍋篇,110.12.29,行政院農業委員會農業E報
本平臺「臺灣農產地圖」新增15項在地特色農產品內容,110.12.23,食農教育教學資源平臺
用溫暖的筆觸 紀錄臺灣農村的美好生活,110.12.14,行政院農業委員會水土保持局
食材新風味，多樣化利用的馬鈴薯新品種：台農4號,110.12.07,行政院農業委員會農業試驗所
南向冬遊首選:延平體驗糖鄉文化 楓港慢賞伯勞、數魚苗!,110.12.07,行政院農業委員會水土保持局臺南分局
電鍋飯料理推講座開放報名囉!!(已結束),110.12.03,行政院農業委員會農糧署
12月推薦食材與食譜,110.12.01,衛生福利部國民健康署
海釣宣導與教育訓練線上分享會(已結束),110.11.30,海洋委員會海洋保育署
11月25日國際素食日－新北農業局鼓勵民眾多吃蔬食,110.11.25,新北市政府農業局
農遊生活節 (2021/10/26 - 2022/01/31),110.11.25,行政院農業委員會農業易遊網
2021美濃白玉蘿蔔還有好豆季,110.11.25,行政院農業委員會農業易遊網
2021內湖草莓季,110.11.25,行政院農業委員會農業易遊網
樂活遊東臺，慢活尋茶香,110.11.25,行政院農業委員會農糧署東區分署
翻轉吧金柑~多元愛情好滋味，送禮自用兩相宜！,110.11.25,行政院農業委員會農糧署東區分署
歲末冬來飄果香，享用臍橙正得時!,110.11.25,行政院農業委員會農糧署東區分署
食農教育教材運用研習（嘉義場次）（已結束）,110.11.16,行政院農業委員會臺南區農業改良場
2021舊山線豐收食節登場 山城來寮好客粄情,110.11.16,苗栗縣政府農業處
蒜頭變綠色還可以吃嗎?,110.11.16,衛生福利部食品藥物管理署
廚藝新秀大膽玩米食 米糧「糆」奪下創意米食料理冠軍!,110.11.16,行政院農業委員會農糧署
國產黑豆漿進校園記者會暨食農教育體驗與豆遊雲林,110.11.16,雲林縣政府農業處
110年「玩米煮藝一鍋搞定-電鍋飯料理」徵件活動 開跑囉!!,110.11.10,行政院農業委員會農糧署
優質臺灣米齊聚爭鋒 池上米勇獲精饌米獎雙冠王,110.11.10,行政院農業委員會農糧署
官田農會優質菱角 升級履歷食在安心,110.11.10,行政院農業委員會農糧署南區分署
南曬胡麻香-國產胡麻食旅體驗系列活動,110.11.08,行政院農業委員會臺南區農業改良場
為什麼柿子有分甜柿和澀柿？,110.11.08,食農教育教學資源平臺
立冬來碗薑汁地瓜湯圓,110.11.08,衛生福利部國民健康署
柑橘季 大桔大利吃好橘,110.11.03,行政院農業委員會農糧署中區分署
鳳梨釋迦也能這樣料理！一起來動手做吧,110.11.01,行政院農業委員會農業E報
田野走讀‧文化工藝-聽大豆的故事‧訪磚屬於你的窯,110.11.01,行政院農業委員會水土保持局
優果香火紅紅龍果乾 品嚐正是好時機,110.11.01,行政院農業委員會農糧署南區分署
漁業署攜手全聯推「秋食海鮮季」 美味、好康齊享,110.11.01,行政院農業委員會漁業署
東部優質咖啡 山與海的醇厚原味,110.10.29,行政院農業委員會農糧署東區分署
海科館-海味不設限 Poke Bowl寶藏生魚飯,110.10.26,國立海洋科技博物館
2021風情萬種薑麻節 秋遊山城野餐趣,110.10.25,苗栗縣政府農業處
釋迦品種集合!,110.10.25,行政院農業委員會
跟著小魚貓探險趣！ 漁業署食魚教育活動臺北兒童新樂園登場,110.10.25,漁業署
新竹在地米好食又好玩,110.10.22,農糧署北區分署
海釣推廣教育體驗活動  臺南場開放報名,110.10.18,海洋委員會海洋保育署
一次搞懂臺灣柿子品種,110.10.18,行政院農業委員會
相揪種稻趣！「2021北投種稻體驗活動」每場限定50名，即日起開放報名,110.10.18,臺北市政府產業發展局
金門首度辦理「金宴浯島」活動-深度體驗金門之美,110.10.18,水土保持局
職人帶路正當時 農村瘋體驗〜大北坑生態工法導覽、旱坑社區柿染體驗,110.10.18,水土保持局
國產評鑑及履歷蜂蜜齊發，購買臺灣純正蜂蜜免煩惱！,110.10.18,農糧署
19項國產農糧原料常備食品新鮮上市,110.10.18,農糧署
農遊新書發表 食農樂趣的100種體驗,110.10.14,臺東區農業改良場
從產地到餐桌，安心蔬果的守護者,110.10.14,農業藥物毒物試驗所
好柿發生在嘉義,110.10.12,農糧署南區分署
好康報你吃！酸V啊… 酸V…的臺灣原生香檬,110.10.12,林業試驗所
綻放在枝頭上的紅火焰-洛神葵,110.10.12,農糧署東區分署
魚塭是候鳥遷徙的公路服務區，曬池造出棲息濕地環境,110.10.12,特有生物研究保育中心
海中「蟳」寶大突破—迎向世界展蟳力,110.10.06,漁業署漁業廣播電臺
從水雉保育創造農業與生態和諧共存,110.10.06,臺南區農業改良場
霜降時節好滋味、來吃Juicy大白柚！,110.10.06,臺南區農業改良場
「盛夏食農趣－當個小小創食神」活動教師組抽獎及學生組第五波抽獎結果出爐！立即登入查看與領獎！,110.10.06,食農教育教學資源平臺
【食令上菜】秋蟹料理DIY,110.10.04,行政院農業委員會農業易遊網
2021 萬里鱻蟹好食節,110.10.04,行政院農業委員會農業易遊網
青年推動食農教育 農村體驗新亮點,110.10.04,水土保持局
花博綠屋頂智慧農場特展 10/1開跑,110.10.01,臺北市政府田園城市FB粉絲專頁
「國產農糧原料防疫食品銷售競賽」成績揭曉,110.10.01,農糧署
臺灣常見的蜂蜜種類大解析,110.10.01,行政院農業委員會
原民果醬作法大公開 跟著我做木虌果醬和洛神果醬,110.10.01,行政院農業委員會
幸福稻香味 米食新典範 「紅龍果壽司飯」榮獲冠軍,110.09.29,農糧署
9月29日國際糧食損失和浪費問題宣傳日，新北農業局提供地瓜食譜一同惜食不浪費,110.09.29,新北市政府農業局
十月入秋微涼，換季妝點新園圃！(已截止),110.09.28,臺北市政府產業發展局
海釣推廣教育體驗活動(澎湖場)(已結束),110.09.28,海洋委員會海洋保育署
110年度苗栗縣三灣鄉內灣油柑節活動,110.09.28,苗栗縣政府農業處
古坑大埔竹筍節-竹筍料理誘人 現在吃正著時,110.09.28,雲林縣政府農業處
陽光淬鍊原鄉精華 南迴三寶健康報到,110.09.28,農糧署東區分署
110年都會農耕技術導入校園及社區食農教育訓練，盡請報名參與(已截止),110.09.22,桃園區農業改良場
2021臺南七股海鮮節,110.09.22,行政院農業委員會農業易遊網
海釣推廣教育體驗活動(基隆場) (已結束),110.09.22,海洋委員會海洋保育署
宜蘭特有香甜軟芭樂  新鮮上市,110.09.15,漁業署漁業廣播電臺
東勢林區管理處嚴陣以待 啟動「黑熊沒柿」專案！ 希望黑熊沒「柿」也沒「事」,110.09.14,林務局東勢林區管理處
走讀靜浦部落 體驗里海生活,110.09.14,林務局花蓮林區管理處
國產米華麗變身 精品級甜點口感銷魂,110.09.14,農糧署
在家手作蜂蠟護手霜，為頻繁消毒的雙手滋潤一下,110.09.09,苗栗區農業改良場
讓芭樂與檸檬相遇 產銷履歷身分證果汁 全臺超商都有,110.09.07,行政院農業委員會
茶改場「臺茶25號」紫豔登場-兼具茶飲及景觀市場,110.09.07,茶業改良場
9月起，全國試辦以產銷履歷米供應學校午餐,110.09.01,農糧署
挑文旦底寬上尖品質優,110.09.01,臺南區農業改良場
「盛夏食農趣－當個小小創食神」活動學生組第四波抽獎結果出爐！立即登入查看與領獎！,110.08.31,食農教育教學資源平臺
農委會臺東區農改場舉辦110年食農教育宣導人員基礎培訓課程初階班，開始報名囉！(已截止),110.08.30,臺東區農業改良場
秋季秋刀鱻饗  安心美味兼顧資源永續,110.08.27,漁業署
110年度苗栗縣頭份、三灣、卓蘭漫活梨享音樂饗宴,110.08.27,苗栗縣政府農業處
農委會臺中區農改場舉辦110年食農教育宣導人員基礎培訓課程初階班，開始報名囉！(已截止),110.08.24,臺中區農業改良場
植物病蟲害小學堂：芒果長黑斑還能吃嗎？,110.08.23,桃園區農業改良場
喝反覆燒開的水（千滾水）會致癌？,110.08.20,衛生福利部國民健康署
夏季龍眼正當時，甜蜜滋味眾人愛,110.08.19,臺南區農業改良場
大農大富平地森林園區可食地景香蘭葉，教你在家手作香蘭湯圓(已截止),110.08.18,林務局
北市產業局 都市田園陽台園藝農耕樂8月號 田園綠化教育講座 熱烈招生中,110.08.18,臺北市政府產業發展局
「盛夏食農趣－當個小小創食神」活動學生組第三波抽獎結果出爐！立即登入查看與領獎！,110.08.18,食農教育教學資源平臺
農委會苗栗區農改場舉辦110年食農教育宣導人員基礎培訓課程初階班，開始報名囉！(已截止),110.08.13,苗栗區農業改良場
110年度飲食教育創意競賽徵選活動(已截止),110.08.12,教育部國民及學前教育署
花東地區金針花季，拜訪產地食農趣,110.08.11,食農教育教學資源平臺
農委會臺南區農改場舉辦110年食農教育宣導人員基礎培訓課程初階班，開始報名囉！(已截止),110.08.11,臺南區農業改良場
親子釣魚研習活動,110.08.10,海洋委員會海洋保育署
網路流傳洋蔥不能和魚蝦一起吃，會產生結石，這是真的嗎？,110.08.09,衛生福利部食品藥物管理署
紅龍果火紅登場 消暑通暢又養生,110.08.06,臺南區農業改良場
旅遊微解封 苗栗特色農遊啟動,110.08.05,苗栗縣政府農業處
「盛夏食農趣－當個小小創食神」活動學生組第二波抽獎結果出爐！立即登入查看與領獎！,110.08.04,食農教育教學資源平臺
農委會桃園區農改場舉辦110年食農教育宣導人員基礎培訓課程初階班，開始報名囉！(已截止),110.08.02,桃園區農業改良場
聽說吃蛋對心血管健康有害，所以最好不要吃?,110.07.29,衛生福利部國民健康署
海科館暑期線上親子體驗營，認識水產加工食品：魚丸DIY,110.07.27,國立海洋科技博物館
鮮乳和保久乳的營養價值差很大?,110.07.26,衛生福利部國民健康署
聽說吃完柚子喝優酪乳跟吃香蕉會中毒，這是真的嗎?,110.07.23,衛生福利部食品藥物管理署
臺灣香蕉獲選為東京奧運選手村食材，民眾觀賽一同品嚐香蕉鮮果與料理吧！,110.07.22,行政院農業委員會
新北市政府教育局食農教育中程計畫(110-113年)公告囉！,110.07.21,新北市永續環境教育中心
「盛夏食農趣－當個小小創食神」活動學生組第一波抽獎結果出爐！立即登入查看與領獎！,110.07.20,食農教育教學資源平臺
菜渣果皮再利用，環保清潔液DIY,110.07.15,苗栗區農業改良場
2021年蠶桑教學教案設計競賽,110.07.14,苗栗區農業改良場
向海致敬—知海系列線上講座七月場開放報名囉!,110.07.09,國立海洋生物博物館
公館紅棗節到你家 不出門也能棗幸福,110.07.07,苗栗縣政府農業處
當季食材紅肉西瓜富含茄紅素，具有抗氧化、增強免疫,110.07.02,食農教育教學資源平臺
當季食材虱目魚，富含蛋白質及Omega-3脂肪酸，幫助調理身體,110.07.02,食農教育教學資源平臺
「盛夏食農趣－當個小小創食神」活動開跑！學生組越早參加中獎機率越高！,110.07.01,食農教育教學資源平臺
抗凝血劑有哪些飲食禁忌？藥師這樣說,110.06.30,衛生福利部食品藥物管理署
防疫自煮吃膩了嗎？芒果料理食譜給你新菜色靈感,110.06.29,食農教育教學資源平臺
品嚐芒果正當時 用行動力購買挺農民,110.06.28,行政院農業委員會
臺灣周邊海域漁獲未檢出輻射汙染，請國人安心食用國產水產品,110.06.25,漁業署
國產蝦安全無虞，請國人安心食用,110.06.25,漁業署
臺灣農產地圖，探索家鄉食材味：全國22個縣市都有在地特色農產品！,110.06.23,食農教育教學資源平臺
炎炎夏日，認識消暑、進補的好食材,110.06.23,食農教育教學資源平臺
季節限定-夏日芒果【甜蜜】上市,110.06.22,臺南區農業改良場
米其林三星掛保證 國產白杭菊風味滿銅鑼,110.06.22,林業試驗所
「令人好歡樂」的食材是什麼？,110.06.22,食農教育教學資源平臺
新手種菜推薦：小白菜栽種教學,110.06.21,行政院農業委員會農業兒童網
新手種菜推薦：青蔥殘菜就能種,110.06.20,食農教育教學資源平臺
家庭陽臺就是我的療癒菜園：種植指引,110.06.19,新北市政府綠美化環境景觀處
居家簡易種菜提案，種植好心情,110.06.18,新北市政府
聽說有高血壓的人不能吃南瓜，這是真的嗎？,110.06.17,衛生福利部食品藥物管理署
網傳「只需一碗湯，就可把心腦血管血栓都化掉！」，這是真的嗎？,110.06.16,衛生福利部食品藥物管理署
聽說吃蚓激酶可以清除血脂、血栓，這是真的嗎？,110.06.15,衛生福利部食品藥物管理署
黃金小莓果、「酸」甜果「漿」好滋味，初夏嘗鮮好選擇,110.06.15,臺南區農業改良場
綠竹筍怎麼挑：把握「白、富、美」口訣準沒錯,110.06.11,桃園區農業改良場
端午節粽子裡的食材故事：養豬過程大解密,110.06.11,食農教育教學資源平臺
端午節粽子裡的食材故事：香菇原來長這樣,110.06.11,食農教育教學資源平臺
端午節粽子裡的食材故事：南、北粽米粒口感不同的秘密,110.06.10,食農教育教學資源平臺
端午節粽子裡的食材故事：花生田裡的故事,110.06.09,食農教育教學資源平臺
響應6月7日世界食品安全日：如何避免吃鯖魚而食物中毒？,110.06.08,食農教育教學資源平臺
響應6月7日世界食品安全日：食物中毒(食媒性疾病)防治教學手冊與影片,110.06.07,衛生福利部疾病管制署
近期豬肉價漲反映消費需求，端午節前供應充足無虞,110.06.04,行政院農業委員會
分流採買一次購足：可長期存放的當季加工食材 - 金針乾,110.06.04,食農教育教學資源平臺
疫情下食材取得不易，體會食材保存重要性 - 傳統保存食材的智慧有哪些？,110.06.03,食農教育教學資源平臺
蔬果買回家後，如何正確清洗才安心？,110.06.02,行政院農業委員會
分流採買一次購足：從國產農漁畜教材，認識可長期存放的當季生鮮食材 - 南瓜、甘藍（高麗菜）,110.06.02,食農教育教學資源平臺
線上學習、會議多，眼睛疲勞怎麼辦？認識護眼食材與料理,110.06.01,國立臺灣大學醫學院附設醫院
分流採買一次購足：肉品類保存方法 - 以豬肉為例,110.05.31,食農教育教學資源平臺
分流採買一次購足：蔬菜類保存方法 - 以青蔥為例,110.05.31,食農教育教學資源平臺
聽故事認識國產豬肉,110.05.28,食農教育教學資源平臺
